nome_projeto,tempo_execucao_meses,custo_total_mil_reais,recursos_humanos,complexidade_tecnica,grau_inovacao,setor_atuacao,risco,viavel
Projeto_845,22,231,14,Média,Médio,Tecnologia,Médio,0
Projeto_846,15,683,7,Média,Baixo,Saúde,Médio,1
Projeto_847,3,383,25,Alta,Médio,Industrial,Baixo,1
Projeto_848,7,764,2,Baixa,Médio,Educação,Médio,1
Projeto_849,7,78,22,Média,Médio,Financeiro,Baixo,0
Projeto_850,16,763,20,Média,Médio,Saúde,Médio,1
Projeto_851,16,142,13,Baixa,Médio,Educação,Baixo,1
Projeto_852,10,890,25,Média,Baixo,Educação,Baixo,1
Projeto_853,6,917,28,Média,Baixo,Tecnologia,Baixo,1
Projeto_854,9,737,7,Média,Baixo,Saúde,Médio,1
Projeto_855,22,379,19,Média,Baixo,Industrial,Alto,1
Projeto_856,21,772,14,Alta,Médio,Saúde,Alto,1
Projeto_857,17,233,8,Média,Médio,Saúde,Baixo,0
Projeto_858,6,144,24,Média,Baixo,Educação,Médio,1
Projeto_859,21,834,14,Média,Alto,Tecnologia,Médio,1
Projeto_860,11,698,22,Média,Médio,Tecnologia,Médio,0
Projeto_861,23,798,9,Média,Alto,Saúde,Médio,0
Projeto_862,15,402,22,Alta,Médio,Saúde,Baixo,1
Projeto_863,16,979,18,Média,Médio,Financeiro,Médio,1
Projeto_864,16,990,10,Média,Baixo,Educação,Médio,1
Projeto_865,12,314,21,Baixa,Baixo,Industrial,Baixo,0
Projeto_866,18,696,14,Baixa,Baixo,Industrial,Médio,0
Projeto_867,7,705,3,Média,Médio,Tecnologia,Médio,0
Projeto_868,8,68,5,Baixa,Baixo,Educação,Baixo,1
Projeto_869,4,792,26,Baixa,Médio,Tecnologia,Médio,1
Projeto_870,15,695,3,Média,Baixo,Industrial,Médio,0
Projeto_871,15,675,5,Baixa,Alto,Saúde,Alto,0
Projeto_872,21,548,19,Baixa,Baixo,Educação,Médio,1
Projeto_873,20,188,6,Média,Baixo,Educação,Médio,1
Projeto_874,21,686,20,Média,Baixo,Financeiro,Médio,0
Projeto_875,3,765,11,Alta,Médio,Saúde,Médio,1
Projeto_876,10,622,19,Média,Baixo,Saúde,Baixo,0
Projeto_877,18,811,26,Média,Médio,Tecnologia,Médio,1
Projeto_878,4,859,22,Alta,Baixo,Educação,Médio,1
Projeto_879,10,574,11,Média,Baixo,Tecnologia,Médio,1
Projeto_880,8,957,6,Baixa,Alto,Saúde,Alto,0
Projeto_881,18,304,18,Baixa,Baixo,Financeiro,Médio,0
Projeto_882,13,134,23,Média,Alto,Educação,Baixo,1
Projeto_883,19,507,14,Média,Alto,Saúde,Baixo,0
Projeto_884,21,581,24,Média,Baixo,Financeiro,Baixo,1
Projeto_885,13,611,18,Média,Baixo,Industrial,Médio,1
Projeto_886,10,725,10,Média,Baixo,Saúde,Médio,1
Projeto_887,6,141,25,Alta,Médio,Industrial,Alto,1
Projeto_888,13,649,13,Média,Médio,Tecnologia,Médio,1
Projeto_889,10,118,15,Baixa,Médio,Industrial,Alto,1
Projeto_890,11,86,15,Alta,Médio,Saúde,Médio,0
Projeto_891,4,814,9,Baixa,Baixo,Industrial,Alto,0
Projeto_892,18,813,24,Média,Alto,Educação,Médio,0
Projeto_893,8,189,6,Alta,Médio,Saúde,Médio,0
Projeto_894,23,916,20,Média,Médio,Financeiro,Médio,1
Projeto_895,23,942,29,Média,Alto,Industrial,Médio,1
Projeto_896,21,729,15,Média,Médio,Educação,Médio,1
Projeto_897,10,615,10,Média,Baixo,Tecnologia,Baixo,1
Projeto_898,16,947,8,Média,Médio,Tecnologia,Baixo,1
Projeto_899,18,227,28,Média,Médio,Industrial,Médio,1
Projeto_900,14,858,27,Média,Baixo,Tecnologia,Médio,0
Projeto_901,7,862,27,Média,Alto,Financeiro,Baixo,1
Projeto_902,21,920,9,Baixa,Baixo,Saúde,Baixo,1
Projeto_903,20,667,15,Média,Médio,Educação,Médio,1
Projeto_904,11,186,23,Média,Médio,Industrial,Médio,0
Projeto_905,4,239,29,Média,Baixo,Tecnologia,Baixo,1
Projeto_906,22,689,15,Média,Alto,Saúde,Baixo,1
Projeto_907,14,391,12,Média,Alto,Financeiro,Baixo,1
Projeto_908,4,608,15,Média,Médio,Tecnologia,Baixo,1
Projeto_909,12,54,22,Média,Baixo,Tecnologia,Alto,1
Projeto_910,3,306,9,Alta,Baixo,Educação,Baixo,0
Projeto_911,6,861,4,Baixa,Baixo,Financeiro,Médio,0
Projeto_912,14,711,29,Alta,Baixo,Financeiro,Médio,1
Projeto_913,11,855,24,Baixa,Médio,Industrial,Alto,0
Projeto_914,6,292,19,Baixa,Alto,Educação,Baixo,1
Projeto_915,11,836,4,Alta,Médio,Industrial,Baixo,1
Projeto_916,8,769,14,Baixa,Alto,Educação,Baixo,0
Projeto_917,3,464,13,Média,Médio,Financeiro,Baixo,0
Projeto_918,12,676,16,Alta,Médio,Educação,Médio,0
Projeto_919,16,756,19,Alta,Alto,Educação,Baixo,0
Projeto_920,20,392,6,Alta,Médio,Educação,Baixo,1
Projeto_921,8,731,8,Baixa,Alto,Saúde,Alto,1
Projeto_922,20,428,12,Média,Baixo,Saúde,Médio,1
Projeto_923,22,643,27,Baixa,Baixo,Financeiro,Baixo,0
Projeto_924,18,715,28,Média,Alto,Educação,Baixo,1
Projeto_925,17,702,12,Alta,Médio,Financeiro,Baixo,0
Projeto_926,18,875,28,Média,Alto,Saúde,Alto,1
Projeto_927,10,195,16,Média,Alto,Educação,Alto,1
Projeto_928,15,372,11,Média,Baixo,Industrial,Alto,1
Projeto_929,13,171,16,Média,Médio,Saúde,Alto,1
Projeto_930,9,301,14,Alta,Baixo,Saúde,Médio,0
Projeto_931,19,904,15,Baixa,Médio,Saúde,Baixo,0
Projeto_932,20,948,18,Média,Médio,Educação,Médio,1
Projeto_933,21,360,14,Alta,Baixo,Tecnologia,Médio,0
Projeto_934,15,650,11,Média,Médio,Industrial,Alto,0
Projeto_935,17,524,26,Baixa,Médio,Industrial,Médio,0
Projeto_936,3,619,2,Média,Baixo,Financeiro,Médio,0
Projeto_937,18,541,2,Média,Alto,Educação,Alto,1
Projeto_938,7,624,16,Baixa,Médio,Saúde,Baixo,1
Projeto_939,5,396,17,Alta,Alto,Tecnologia,Alto,0
Projeto_940,12,869,13,Média,Baixo,Educação,Baixo,0
Projeto_941,21,536,27,Alta,Baixo,Educação,Médio,1
Projeto_942,7,522,25,Alta,Médio,Tecnologia,Baixo,1
Projeto_943,9,431,7,Média,Baixo,Saúde,Médio,1
Projeto_944,16,329,7,Baixa,Alto,Educação,Médio,1
Projeto_945,5,121,13,Média,Baixo,Industrial,Médio,1
Projeto_946,15,570,26,Baixa,Médio,Industrial,Alto,1
Projeto_947,15,415,16,Alta,Médio,Tecnologia,Médio,1
Projeto_948,12,982,5,Baixa,Baixo,Saúde,Médio,0
Projeto_949,4,143,25,Baixa,Baixo,Tecnologia,Baixo,1
Projeto_950,8,422,5,Média,Médio,Educação,Alto,0
Projeto_951,10,388,3,Baixa,Médio,Industrial,Baixo,1
Projeto_952,6,486,28,Baixa,Baixo,Financeiro,Baixo,1
Projeto_953,14,385,25,Média,Alto,Tecnologia,Baixo,1
Projeto_954,17,713,13,Baixa,Baixo,Financeiro,Médio,0
Projeto_955,10,541,8,Baixa,Médio,Financeiro,Alto,1
Projeto_956,9,966,21,Média,Médio,Industrial,Baixo,0
Projeto_957,16,917,10,Média,Baixo,Tecnologia,Médio,0
Projeto_958,21,89,10,Média,Alto,Financeiro,Alto,0
Projeto_959,16,408,9,Média,Baixo,Educação,Médio,0
Projeto_960,15,623,15,Média,Baixo,Saúde,Médio,1
Projeto_961,23,303,2,Média,Baixo,Saúde,Baixo,1
Projeto_962,3,630,24,Alta,Médio,Industrial,Médio,1
Projeto_963,21,447,22,Baixa,Médio,Tecnologia,Baixo,1
Projeto_964,3,806,24,Média,Médio,Tecnologia,Alto,0
Projeto_965,6,926,13,Alta,Baixo,Saúde,Médio,1
Projeto_966,12,219,26,Alta,Baixo,Educação,Médio,1
Projeto_967,5,739,3,Baixa,Alto,Saúde,Baixo,1
Projeto_968,22,750,14,Baixa,Baixo,Saúde,Baixo,1
Projeto_969,11,560,28,Média,Alto,Tecnologia,Baixo,1
Projeto_970,5,309,5,Baixa,Baixo,Financeiro,Médio,0
Projeto_971,8,633,21,Alta,Alto,Educação,Baixo,0
Projeto_972,8,508,19,Média,Baixo,Tecnologia,Médio,1
Projeto_973,14,578,20,Média,Médio,Saúde,Baixo,0
Projeto_974,3,931,17,Baixa,Baixo,Financeiro,Médio,1
Projeto_975,18,390,28,Média,Baixo,Educação,Baixo,1
Projeto_976,7,106,15,Média,Baixo,Industrial,Baixo,1
Projeto_977,11,267,9,Alta,Baixo,Educação,Médio,1
Projeto_978,12,668,13,Baixa,Baixo,Educação,Médio,0
Projeto_979,15,865,10,Baixa,Médio,Saúde,Médio,1
Projeto_980,17,989,7,Média,Médio,Saúde,Baixo,1
Projeto_981,14,734,27,Baixa,Médio,Industrial,Médio,1
Projeto_982,7,780,19,Média,Médio,Industrial,Médio,1
Projeto_983,7,513,3,Alta,Médio,Industrial,Médio,0
Projeto_984,20,296,24,Média,Médio,Tecnologia,Médio,1
Projeto_985,14,779,9,Alta,Médio,Tecnologia,Médio,0
Projeto_986,5,422,25,Baixa,Médio,Saúde,Baixo,0
Projeto_987,9,466,15,Baixa,Alto,Saúde,Alto,0
Projeto_988,19,80,7,Baixa,Baixo,Industrial,Médio,0
Projeto_989,21,417,11,Média,Baixo,Tecnologia,Baixo,0
Projeto_990,20,608,9,Alta,Médio,Financeiro,Médio,1
Projeto_991,3,695,18,Baixa,Baixo,Tecnologia,Baixo,1
Projeto_992,7,157,26,Média,Alto,Saúde,Alto,0
Projeto_993,4,633,13,Média,Alto,Tecnologia,Médio,0
Projeto_994,3,888,18,Alta,Baixo,Saúde,Baixo,1
Projeto_995,9,467,14,Baixa,Baixo,Industrial,Baixo,0
Projeto_996,13,669,20,Baixa,Médio,Industrial,Baixo,0
Projeto_997,13,870,13,Baixa,Médio,Industrial,Médio,1
Projeto_998,20,447,17,Média,Baixo,Financeiro,Médio,1
Projeto_999,19,321,26,Baixa,Médio,Financeiro,Baixo,0
Projeto_1000,4,732,28,Alta,Médio,Saúde,Baixo,1
